;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
QUALIFICAÇÃO;NOME;GRAU;DECRETO;PORTARIA;;;
Cel Ex;SEBASTIÃO NAZARETH VITAL;Oficial;02/10/1978;;;;
Cel Int R/1;SEBASTIÃO ODÉCIO PIRES DE CAMARGO;Oficial;04/10/2007;;;;
Professor;SEBASTIÃO ORLANDO DA SILVA;Comendador;06/09/2004;;;;
General-de-Brigada-Intendente;SEBASTIÃO PEÇANHA;Comendador;06/09/2004;;;;
Fotógrafo;SEBASTIÃO RIBEIRO SALGADO JÚNIOR;Oficial;;3.346/MD;08/09/2017;;
SO QSS SGS;SEBASTIÃO VIEIRA FEBRÔNIO;Cavaleiro;26/09/2000;;;;
Doutor;SEIGO TSUZUKI;Grande-Oficial;08/09/1989;;;;
Juíza Federal;SELENE MARIA DE ALMEIDA;Oficial;16/09/1998;;;;
Senhora;SELMA BATISTA DO RÊGO LEAL;Cavaleiro;;1.699/MD;15/10/2016;;
Cel Av;SELMAR LUIZ ALTOMAR;Oficial;23/09/1993;;;;
Prefeito de Manaus (AM);SERAFIM FERNANDES CORRÊA;Grande-Oficial;20/09/2006;;;;
Doutor;SERAPHIM JOSÉ CLAUDINO;Cavaleiro;20/09/1985;;;;
Empresário;SERGEO DE FAEZY;Cavaleiro;21/10/2011;;;;
CMG;SÉRGIO ALEXANDRE ESBERARD CAPANEMA;Oficial;07/10/1968;;;;
Coronel Especialista em  Fotografia;SERGIO ALEXANDRE SALOIO ALVES;Cavaleiro;20/09/2019;;;;
SO BMA;SÉRGIO ALMEIDA DA SILVA;Cavaleiro;19/10/2010;;;;
Brig Int;SÉRGIO ALMEIDA DE PAULA E SILVA;Comendador;13/10/2016;;;;
SO QSS BEI;SÉRGIO ALVES BONFIM;Cavaleiro;28/09/1999;;;;
Alte Esq;SÉRGIO ALVES LIMA;Grande-Oficial;18/09/1991;;;;
CMG (IM);SÉRGIO ANDRADE FERNANDES;Oficial;20/09/2006;;;;
Empresário;SÉRGIO ANTÔNIO BERNARDY;Cavaleiro;;2.753/MD;22/10/2014;;
Contra-Almirante;SÉRGIO ANTONIO DA CONCEIÇÃO FREITAS;Comendador;06/09/2004;;;;
Gen Bda;SÉRGIO ANTÔNIO DA ROCHA AMBRÓSIO;Comendador;07/10/1994;;;;
Cel Int R/1;SÉRGIO ANTÔNIO DE MOURA;Cavaleiro;06/09/2004;;;;
Cel Av;SÉRGIO ANTÔNIO DOS REIS VALE;Oficial;04/10/1976;;;;
Advogado;SÉRGIO ANTÔNIO PEREIRA LEITE SALLES ARCURI;Oficial;26/09/2000;;;;
Cel Ex;SÉRGIO ANTÔNIO ROCHA;Oficial;17/09/1980;;;;
Cel Av R/1;SÉRGIO ARAÚJO GARABINI;Cavaleiro;16/09/1998;;;;
2º Secretário;SÉRGIO ARMANDO FRAZÃO;Oficial;24/07/1951;;;;
SO QSS SDE;SÉRGIO ASSUNÇÃO PANTOJA;Cavaleiro;07/10/1994;;;;
Brig Int;SÉRGIO AUGUSTO AMARAL LIMA;Grande-Oficial;05/09/1988;;;;
Embaixador;SÉRGIO AUGUSTO DE ABREU E LIMA FLORÊNCIO SOBRINHO;Grande-Oficial;04/10/2007;;;;
Gen Bda;SÉRGIO AUGUSTO DE AVELLAR COUTINHO;Comendador;08/09/1989;;;;
Cel Ex;SÉRGIO AUGUSTO MENDES CORRÊA;Oficial;20/09/1985;;;;
Presidente (TJSP);SERGIO AUGUSTO NIGRO CONCEIÇÃO;Comendador;01/10/2003;;;;
CMG;SÉRGIO AUGUSTO PEREIRA JOAU E SILVA;Oficial;21/10/2011;;;;
Senhor;SÉRGIO BALBUENA;Cavaleiro;16/09/1986;;;;
CMG (IM);SERGIO BARBOSA CORRÊA;Oficial;21/10/2011;;;;
SO QSS SAD;SÉRGIO BARBOSA CÔRTES;Cavaleiro;22/10/2014;;;;
Maj Esp Com Ref;SÉRGIO BARBOSA GONÇALVES;Oficial;19/10/2010;;;;
Ministro;SÉRGIO BARBOSA SERRA;Comendador;08/09/1989;;;;
Secretário de Estado (MG);SÉRGIO BARBOZA MENEZES;Comendador;;1.699/MD;15/10/2016;;
Primeiro Secretário;SÉRGIO BARREIROS DE SANTANA AZEVEDO;Cavaleiro;17/10/2002;;;;
Brigadeiro do Ar;SERGIO BARROS DE OLIVEIRA;Comendador;20/09/2019;;;;
CF;SÉRGIO BLANCO OZÓRIO;Cavaleiro;22/10/2014;;;;
Comandante;SÉRGIO BORGES DA COSTA;Cavaleiro;17/10/2002;;;;
Chefe de Gabinete (PRES/STF);SERGIO BRAUNE SOLON DE PONTES;Comendador;;3.552/GM-MD;21/09/2018;;
Capitão QOEA COM;SERGIO CABRAL DE ALMEIDA;Cavaleiro;20/10/2015;;;;
SO QSS BET;SERGIO CAETANO JUNIOR;Cavaleiro;13/10/2020;;;;
1º Ten Av;SÉRGIO CÂNDIDO SCHNOOR;Cavaleiro;04/12/1944;;;;
Maj Brig Ar;SÉRGIO CANDIOTA DA SILVA;Grande-Oficial;28/09/1999;;;;
Comandante;SÉRGIO CARMO DOS SANTOS;Cavaleiro;21/10/2011;;;;
Cap QOEA SVA;SÉRGIO CARVALHO GONÇALVES;Cavaleiro;01/10/2003;;;;
Cel Av;SERGIO CESAR ILLA LOPES JUNIOR;Cavaleiro;15/10/2018;;;;
Gen Bda;SÉRGIO CONTARDO FLORES;Grande-Oficial;15/09/1982;;;;
Embaixador;SÉRGIO CORRÊA DA COSTA;Grande-Oficial;20/10/1967;;;;
Cel Int R/1;SÉRGIO CORREA DE SOUZA;Oficial;25/09/2008;;;;
Gen Div;SERGIO COSTA DE CASTRO;Grande-Oficial;29/09/2009;;;;
Cap Av;SÉRGIO COUTINHO;Cavaleiro;25/09/1979;;;;
Comandante;SÉRGIO CUNHA DA SILVA GOMES;Cavaleiro;11/09/1996;;;;
Doutor;SERGIO CUTOLO DOS SANTOS;Grande-Oficial;07/10/1994;;;;
Professor;SÉRGIO D' AVILA AGUINÁGA;Comendador;06/09/2004;;;;
Gen Ex;SÉRGIO DA COSTA NEGRAES;Grande-Oficial;13/10/2020;;;;
Cel Av;SÉRGIO DA SILVA CORDEIRO;Cavaleiro;19/10/2010;;;;
Secretário (TCU);SERGIO DA SILVA MENDES;Comendador;;1.699/MD;15/10/2016;;
SO QSS BEP;SERGIO DA SILVA MOURA;Cavaleiro;19/10/2012;;;;
Brig Ar Ref;SÉRGIO DA SILVEIRA CARDADOR;Comendador;05/09/1988;;;;
Brig Eng;SÉRGIO DA SILVEIRA GOMES;Comendador;20/09/1985;;;;
Ministro;SÉRGIO DA VEIGA WATSON;Comendador;01/09/1987;;;;
Cel Av Ref;SÉRGIO DÁRIO DAEMON DE OLIVEIRA;Oficial;23/09/1993;;;;
CMG;SÉRGIO DE ALMEIDA PADILHA;Oficial;12/09/1990;;;;
Gen Ex;SÉRGIO DE ARY PIRES;Grande-Oficial;15/09/1981;;;;
ST INF;SERGIO DE ASSIS;Cavaleiro;21/10/2011;;;;
Cel Av;SÉRGIO DE CASTRO PORTUGAL;Cavaleiro;19/10/2012;;;;
Conselheiro;SÉRGIO DE CHAMPERAUD WEGUILIN VIEIRA;Comendador;20/10/1967;;;;
Maj Brig Ar;SERGIO DE MATOS MELLO;Grande-Oficial;20/10/2015;;;;
Governador (RJ);SERGIO DE OLIVEIRA CABRAL SANTOS FILHO;Grande-Oficial;19/10/2010;;;;
Jornalista;SÉRGIO DE PAULA AMARAL;Cavaleiro;;1.699/MD;15/10/2016;;
Embaixador;SÉRGIO DE QUEIROZ DUARTE;Grande-Oficial;14/10/1992;;;;
Senador da República (PR);SÉRGIO DE SOUZA;Grande-Oficial;19/10/2012;;;;
Suboficial BEV;SERGIO DE SOUZA NOVATO;Cavaleiro;20/09/2019;;;;
Cel Inf;SÉRGIO DIAS;Cavaleiro;16/09/1998;;;;
Professor;SÉRGIO DINIZ CÂMARA;Cavaleiro;04/10/2007;;;;
Gen Div;SERGIO DOMINGOS BONATO;Comendador;20/09/2006;;;;
Senhor;SÉRGIO DOS SANTOS ARAÚJO;Cavaleiro;20/09/1985;;;;
SO QSS SAD;SÉRGIO DOS SANTOS DA FONTOURA RODRIGUES;Cavaleiro;17/10/2002;;;;
Brig Ar;SÉRGIO DRUMMOND DA FONSECA;Comendador;23/09/1993;;;;
Procurador-Geral da União;SÉRGIO EDUARDO DE FREITAS TAPETY;Comendador;;3.552/GM-MD;21/09/2018;;
Conselheiro;SÉRGIO EDUARDO MOREIRA LIMA;Oficial;05/10/1977;;;;
Gen Ex;SÉRGIO ERNESTO ALVES CONFORTO;Grande-Oficial;17/10/2002;;;;
Cel Av;SERGIO ESPINOSA LABARCA;Oficial;14/03/1973;;;;
Cel Ex;SÉRGIO FARIA LEMOS DA FONSECA;Comendador;25/09/1979;;;;
Cel Av;SÉRGIO FAVERO;Oficial;17/09/1980;;;;
Maj Brig Ar Ref;SÉRGIO FERNANDES MARTINS;Grande-Oficial;26/09/2000;;;;
Vice-Almirante;SERGIO FERNANDO DE AMARAL CHAVES JUNIOR;Grande-Oficial;20/09/2019;;;;
Ministro 2ª Classe;SÉRGIO FERNANDO GUARISCHI BATH;Comendador;05/10/1977;;;;
Ministro de Estado da Justiça e Segurança Pública;SÉRGIO FERNANDO MORO;Grande-Oficial;20/09/2019;;;;
Coronel CBM (DF);SÉRGIO FERNANDO PEDROSO ABOUD;Oficial;25/09/2008;;;;
Cel Ex;SERGIO FETT SPARTA DE SOUZA;Oficial;07/10/1994;;;;
Senhor;SÉRGIO FRAGA MACHADO;Cavaleiro;01/10/2003;;;;
Embaixador;SÉRGIO FRANÇA DANESE;Grande-Oficial;13/10/2016;;;;
Cel Med;SÉRGIO FRANCO GIORGI;Cavaleiro;18/09/1991;;;;
CMG (IM);SÉRGIO FROSSARD;Oficial;07/10/1994;;;;
Advogado;SÉRGIO GARCIA MARTINS;Cavaleiro; ;2.955/MD;22/10/2013;;
SO QSS BMA;SÉRGIO GESTEIRA DE OLIVEIRA;Cavaleiro;21/10/2013;; ;;
Alte Esq;SÉRGIO GITIRANA FLORÊNCIO CHAGASTELES;Grande-Oficial;12/09/1995;;;;
Diretor de Defesa e Segurança da EMBRAER;SÉRGIO GONÇALVES HORTA;Oficial; ;2.954/MD;22/10/2013;;
SO QSS SMU;SERGIO GUEDES CORREA;Cavaleiro;16/09/1998;;;;
Comandante;SÉRGIO GUY DIAS CORREIA;Cavaleiro;23/09/1993;;;;
Doutor;SÉRGIO HEITOR CARPINTEIRO PERES;Cavaleiro;07/10/1994;;;;
Gen Div;SÉRGIO HENRIQUE CARNEIRO TAVARES;Comendador;23/09/1997;;;;
Cel Inf;SERGIO HENRIQUE DA CUNHA;Oficial;20/10/2015;;;;
C Alte;SÉRGIO HENRIQUE DA SILVA ALMEIDA;Comendador;13/10/2020;;;;
Cel Eng;SERGIO HENRIQUE DA SILVA CARNEIRO;Cavaleiro;19/10/2012;;;;
Capitão-de-Mar-e-Guerra;SERGIO HENRIQUE MAGLIARI DA COSTA MOURA;Oficial;20/10/2015;;;;
CMG;SÉRGIO HENRIQUE VERNECK MACHADO;Oficial;16/09/1986;;;;
Brig Med;SERGIO IDAL ROSENBERG;Comendador;21/10/2013;; ;;
Comandante;SÉRGIO IVAN DE SOUZA PINHO;Oficial;20/09/1983;;;;
Cel Av;SÉRGIO IVAN PEREIRA;Cavaleiro;08/09/1989;;;;
Cel Av;SÉRGIO JOÃO GALHARDO;Cavaleiro;07/10/1994;;;;
Diretor de Administração da OAB;SÉRGIO JOSÉ AMÉRICO PEDREIRA;Cavaleiro;;3.210/GM-MD;25/09/2020;;
Gen Bda;SÉRGIO JOSÉ AVESANI ARRUDA;Oficial;04/10/1976;;;;
Senhor;SÉRGIO JOSÉ RAMOS PRATES;Cavaleiro;25/09/1981;;;;
Senhor;SERGIO JOSÉ SALES MARINHO;Cavaleiro;;3.346/MD;08/09/2017;;
Médico;SÉRGIO KANDELMAN;Cavaleiro;;3.552/GM-MD;21/09/2018;;
Cel Int Ref;SÉRGIO LEAL DA COSTA;Oficial;23/09/1997;;;;
Cel Int;SERGIO LEIBNITZ TOSCANO DE ALMEIDA;Oficial;15/10/2018;;;;
Gen Bda;SÉRGIO LINEU VASCONCELOS ROSÁRIO;Comendador;26/09/2000;;;;
Brig Int;SÉRGIO LINS DE CASTRO;Comendador;21/10/2013;; ;;
V Alte;SÉRGIO LOESCH SOARES;Comendador;26/09/2000;;;;
2º Ten Av;SÉRGIO LOPES BRAGA;Cavaleiro;20/09/1985;;;;
Cel Av;SÉRGIO LOZANO DA SILVA;Oficial;28/09/1999;;;;
Superintendente da Polícia Federal;SÉRGIO LÚCIO MAR DOS SANTOS FONTES;Oficial;19/10/2010;;;;
Cel Inf;SERGIO LUIS DE ARAUJO PERES;Oficial;15/10/2018;;;;
Professor-Doutor;SÉRGIO LUIZ BERGAMINI;Comendador;28/09/1999;;;;
Ten Brig Ar Ref;SÉRGIO LUIZ BÜRGER;Grã-Cruz;12/09/1990;;;;
Subprefeito da Ilha do Governador;SERGIO LUIZ CABRAL;Cavaleiro;06/09/2004;;;;
Embaixador;SERGIO LUIZ CANAES;Grande-Oficial;02/10/2017;;;;
Secretário Estadual de Saúde (RJ);SÉRGIO LUIZ CÔRTES DA SILVEIRA;Oficial;25/09/2008;;;;
Ten Cel Inf;SÉRGIO LUIZ DA SILVA;Cavaleiro;20/09/1984;;;;
V Alte (IM);SÉRGIO LUIZ DE ANDRADE;Grande-Oficial;13/10/2016;;;;
Brig Ar;SÉRGIO LUIZ DE OLIVEIRA FREITAS;Comendador;01/10/2003;;;;
Gen Bda R/1;SERGIO LUIZ GOULART DUARTE;Comendador;15/10/2018;;;;
SO QSS SAD;SÉRGIO LUIZ LEITE;Cavaleiro;19/10/2010;;;;
Brig Ar Ref;SÉRGIO LUIZ MILLON;Comendador;20/09/1984;;;;
Cel Av R/1;SÉRGIO LUIZ PAIS RIBEIRO;Oficial;29/09/2009;;;;
General-de-Brigada;SÉRGIO LUIZ VAZ DA SILVA;Comendador;17/10/2002;;;;
Cel Int R/1;SÉRGIO LUIZ VIEIRA DA CUNHA;Cavaleiro;20/09/2006;;;;
Ministro de Ciências e Tecnologia;SÉRGIO MACHADO REZENDE;Grande-Oficial;04/10/2007;;;;
Cel Ex;SÉRGIO MÁRIO PASQUALI;Comendador;25/09/1981;;;;
Cel Av;SÉRGIO MARTINS PINA;Cavaleiro;15/09/1982;;;;
C Alte;SÉRGIO MARTINS RIBEIRO;Comendador;12/09/1990;;;;
Embaixador;SÉRGIO MARTINS THOMPSON FLÔRES;Grande-Oficial;15/09/1981;;;;
Presidente da INFRAERO;SERGIO MAURÍCIO BRITO GAUDENZI;Comendador;04/10/2007;;;;
Cel R/1 (EB);SERGIO MAURÍCIO MARQUES;Oficial;29/09/2009;;;;
Administrador de Empresas;SERGIO MILLERMAN;Oficial;29/09/2009;;;;
Capitão-de-Mar-e-Guerra (IM);SERGIO MIRANDA BRANDÃO;Oficial;20/10/2015;;;;
CMG (FN);SÉRGIO MOREIRA PEIXOTO;Oficial;04/10/1973;;;;
Cel Av;SÉRGIO MOROSINI;Cavaleiro;23/09/1993;;;;
Cel Av;SERGIO MOURÃO MELLO;Cavaleiro;02/10/2017;;;;
Cel R/1;SÉRGIO MURILLO DA ROCHA LAJAS;Oficial;28/09/1999;;;;
C Alte;SERGIO NATHAN MARINHO GOLDSTEIN;Comendador;22/10/2014;;;;
Cel Av;SÉRGIO NEI PERLINGEIRO;Oficial;07/10/1994;;;;
Doutor;SÉRGIO NOGUEIRA MÉDICI;Oficial;29/09/1971;;;;
Deputado Federal;SERGIO OLIMPIO GOMES;Grande-Oficial;20/10/2015;;;;
Cap Av;SÉRGIO PARISE;Cavaleiro;25/09/1979;;;;
Gen Bda;SÉRGIO PAULO BEUTTENMÜLLER;Comendador;08/09/1989;;;;
Embaixador;SÉRGIO PAULO ROUANET;Grande-Oficial;01/09/1987;;;;
Ten Brig Ar Ref;SÉRGIO PEDRO BAMBINI;Grã-Cruz;17/10/2002;;;;
Gen Bda;SERGIO PEDRO COELHO LIMA;Comendador;07/10/1994;;;;
Senador (RS);SÉRGIO PEDRO ZAMBIASI;Grande-Oficial;01/10/2003;;;;
Maj Brig Ar R/1;SÉRGIO PEINADO MINGORANCE;Grande-Oficial;04/10/2007;;;;
V Alte (RM1-Md);SERGIO PEREIRA;Grande-Oficial;02/10/2017;;;;
Cel Dent;SÉRGIO PEREIRA;Oficial;17/10/2002;;;;
General-de-Exército;SÉRGIO PEREIRA MARIANO CORDEIRO;Grande-Oficial;01/10/2003;;;;
Engenheiro;SÉRGIO PEYRONEL;Cavaleiro;14/10/1992;;;;
Doutor;SÉRGIO PIMENTEL MENDES;Oficial;05/10/1977;;;;
Cel Av;SÉRGIO PRADATZKY MARQUES;Oficial;20/09/1983;;;;
Senhor;SÉRGIO QUITO ;Cavaleiro;;3.626/GM-MD;29/08/2019;;
SO QSS BMA;SÉRGIO RAYOL GONZAGA;Cavaleiro;04/10/2007;;;;
Cel Av;SÉRGIO REBELO COSTA;Oficial;11/09/1996;;;;
Gen Div;SÉRGIO RÉGIS NUNES FRANCO;Oficial;20/09/1985;;;;
General-de-Divisão;SERGIO RETUMBA CARNEIRO MONTEIRO;Comendador;26/09/2005;;;;
Cel Av Ref;SÉRGIO RIBEIRO;Comendador;16/09/1986;;;;
CMG;SÉRGIO RIBEIRO DE VASCONCELLOS;Oficial;01/10/1975;;;;
Coronel Engenheiro;SÉRGIO RICARDO DE ASSIS;Cavaleiro;20/09/2019;;;;
Contra-Almirante;SERGIO RICARDO SEGOVIA BARBOSA;Comendador;20/10/2015;;;;
Empresário;SERGIO ROBERTO ACQUESTA;Oficial;;3.347/MD;08/09/2017;;
Maj Av;SÉRGIO ROBERTO BELTRÃO KOENOW;Oficial;12/09/1990;;;;
C Alte;SÉRGIO ROBERTO CASTRO OLIVEIRA QUEIROZ;Comendador;20/09/1984;;;;
Ten Brig Ar;SÉRGIO ROBERTO DE ALMEIDA;Grã-Cruz;25/11/2020;DOU Nº 217;13/11/2020;;
Gen Bda;SÉRGIO ROBERTO DENTINO MORGADO;Comendador;11/09/1996;;;;
Almirante-de-Esquadra;SERGIO ROBERTO FERNANDES DOS SANTOS;Grande-Oficial;20/10/2015;;;;
SO QSS BCO;SÉRGIO ROBERTO GOMES DA SILVA;Cavaleiro;29/09/2009;;;;
Cel Int;SERGIO ROBERTO MARQUES SILVA JUNIOR;Cavaleiro;02/10/2017;;;;
Cel Inf R/1;SERGIO ROBERTO RIPP;Oficial;13/10/2020;;;;
Coronel Aviador;SÉRGIO ROBERTO RODRIGUES SILVA;Cavaleiro;20/09/2019;;;;
Ministro de Estado;SÉRGIO ROBERTO VIEIRA DA MOTA;Grande-Oficial;12/09/1995;;;;
C Alte (IM);SÉRGIO RODRIGUES CANELLAS;Comendador;11/09/1996;;;;
Segundo-Secretário;SÉRGIO RODRIGUES DOS SANTOS;Cavaleiro;26/09/2001;;;;
Brigadeiro do Ar;SÉRGIO RODRIGUES PEREIRA BASTOS JUNIOR;Comendador;20/09/2019;;;;
SO QSS BEI;SÉRGIO ROSA;Cavaleiro;08/09/1989;;;;
Asp Of Av;SERGIO RUEDA OGANDO;Cavaleiro;07/10/1994;;;;
Gen Div (Eng Mil);SÉRGIO RUSCHEL BERGAMASCHI;Comendador;12/09/1990;;;;
SO QSS BMA;SÉRGIO SALGADO LIMA;Cavaleiro;16/09/1998;;;;
Gen Bda;SÉRGIO SCHWINGEL;Comendador;02/10/2017;;;;
Conselheiro;SÉRGIO SEABRA DE NORONHA;Oficial;05/10/1977;;;;
C Alte (FN);SÉRGIO SERPA SANCTOS;Comendador;12/09/1995;;;;
Ministro de Estado;SÉRGIO SILVA DO AMARAL;Grande-Oficial;11/09/1996;;;;
Cel Av;SÉRGIO SOBRAL DE OLIVEIRA;Oficial;01/10/1974;;;;
Capitão de Mar e Guerra;SÉRGIO TADEU LEÃO ROSÁRIO;Oficial;20/09/2019;;;;
Administrador de Empresas;SÉRGIO TADEU MEDINA;Oficial;26/09/2005;;;;
V Alte;SÉRGIO TASSO VÁSQUEZ DE AQUINO;Comendador;08/09/1989;;;;
V Alte;SÉRGIO TAVARES DOHERTY;Comendador;20/09/1985;;;;
V Alte (FN);SÉRGIO TREITLER;Comendador;12/09/1995;;;;
Gen Brig Aé;SERGIO TRICHES;Comendador;12/09/1995;;;;
Senhor;SERGIO ULHÔA LEVY;Oficial;26/09/2000;;;;
Cel Dent;SÉRGIO VALLE DA ROCHA;Cavaleiro;20/09/2006;;;;
Senhor (ONU);SÉRGIO VIEIRA DE MELLO;Grande-Oficial;01/10/2003;;;;
Cel Int;SÉRGIO VILELA RODRIGUES;Oficial;23/09/1997;;;;
Gen Ex;SERGIO WESTPHALEN ETCHEGOYEN;Grande-Oficial;21/10/2013;; ;;
Tenente-Coronel Especialista em Armamento R/1;SÉRGIO XAVIER DE LIMA;Cavaleiro;20/10/2015;;;;
Ten Brig Ar;SÉRGIO XAVIER FEROLLA;Grã-Cruz;23/09/1993;;;;
Secretário de Defesa Social (PE);SERVILHO SILVA DE PAIVA;Oficial;29/09/2009;;;;
Senadora (MT);SERYS MARLY SLHESSARENKO;Grande-Oficial;01/10/2003;;;;
1º Ten Av;SETH-HUR OLIVEIRA DE ALBUQUERQUE;Cavaleiro;25/09/1979;;;;
Coronel;SEUNG HYUNG CHO;Oficial;24/09/1973;;;;
Deputado Federal (BA);SEVERIANO ALVES DE SOUZA;Grande-Oficial;29/09/2009;;;;
Comandante;SEVERIANO PRIMO DA FONSECA LINS;Oficial;17/10/2002;;;;
Professor;SEVERINO BEZERRA CABRAL FILHO;Oficial;19/10/2010;;;;
Gen Bda R/1;SEVERINO DE RAMOS BENTO DA PAIXÃO;Comendador;02/10/2017;;;;
1º Ten Esp Av;SEVERINO LOPES BATISTA;Cavaleiro;22/10/1948;;;;
Gen Div;SEVERINO RAMOS DE OLIVEIRA;Comendador;07/10/1994;;;;
SO QSS BSP;SEVERINO RODRIGUES GONCALVES;Cavaleiro;22/10/2014;;;;
SO QSS BFT;SEVERINO SANT'ANA DE ANDRADE;Cavaleiro;20/09/1983;;;;
Cel PM (MG);SEVERO AUGUSTO DA SILVA NETO;Oficial;26/09/2001;;;;
Doutor;SEVERO FAGUNDES GOMES;Grande-Oficial;01/10/1974;;;;
Civil;SHEILA FERNANDES RUFINO LOPES;Cavaleiro;21/10/2011;;;;
Juíza Auditora Substituta;SHEYLA COSTA BASTOS DIAS;Oficial;21/10/2011;;;;
1º Ten Ref;SHIGEAKI NISHIO;Cavaleiro;04/10/2007;;;;
Doutor;SHIGEAKI UEKI;Grande-Oficial;01/10/1974;;;;
SO QSS BEI;SHIGUERU HAYASHI;Cavaleiro;25/09/2008;;;;
1º Sgt Aer;SHIRNEY GERALDO VELLOSO MACHADO;Cavaleiro;25/09/1979;;;;
Senhor;SHLOMO EREZ;Oficial;19/10/2010;;;;
Empresário (Japão);SHUNJI NISHIMURA;Comendador;25/09/2008;;;;
SO QSS SEL;SIDCLEI JUNGER DA SILVA;Cavaleiro;02/10/2017;;;;
ST Int;SIDINEI OURIQUES LOPES;Cavaleiro;20/09/2006;;;;
Suboficial SEF;SIDIVAN DA SILVA GOMES;Cavaleiro;20/09/2019;;;;
Cap QOEA SVA;SIDMAR JOSÉ CRUZ;Cavaleiro;19/10/2012;;;;
SO QSS SGS;SIDNEI LUIZ DE ARAUJO;Cavaleiro;13/10/2020;;;;
SO QSS SAD;SIDNEI MAIA LEITE;Cavaleiro;29/09/2009;;;;
Coronel Aviador;SIDNEI NASCIMENTO DE SOUZA;Cavaleiro;20/09/2019;;;;
Cel Av;SIDNEI VELLOSO DA SILVA JUNIOR;Oficial;13/10/2020;;;;
Primeiro-Sargento SAD;SIDNEIA LOPES RODRIGUES DA SILVA;Cavaleiro;20/09/2019;;;;
Senhor;SIDNEY ÁLVARO MILLER;Oficial;04/10/1973;;;;
Senhor;SIDNEY APARECIDO DE MORAES;Oficial;01/10/2003;;;;
Brig Ar R/1;SIDNEY BENÍCIO;Comendador;28/09/1999;;;;
Cel Av;SIDNEY BIGAL;Oficial;18/09/1991;;;;
Cel Med;SIDNEY DIONÍSIO TOLEDO;Cavaleiro;15/10/2018;;;;
Reitor (UFF);SIDNEY LUIZ DE MATOS MELLO;Comendador;;1.699/MD;15/10/2016;;
Brig Ar;SIDNEY OBINO AZAMBUJA;Comendador;16/09/1986;;;;
Senhor;SIDNEY RIBEIRO DINAU;Cavaleiro;04/10/2007;;;;
Desembargador;SIDNEY ROSA DA SILVA;Comendador;;2.267/MD;21/10/2015;;
SO QSS BMT;SIDNEY SILVESTRE DA SILVA;Cavaleiro;13/10/2020;;;;
Reitor;SIDNEY STORCH DUTRA;Comendador;01/10/2003;;;;
Cel (Ex);SIDÔNIO BARROSO DIAS;Oficial;15/09/1982;;;;
Brig Med;SIDÔNIO LUCAS DE FIGUEIREDO;Comendador;25/09/1979;;;;
SO QSS BEI;SIGMAR SILVA SPANIER;Cavaleiro;20/09/1985;;;;
2º Ten QOEA SVA;SILA ROBERTO COELHO;Cavaleiro;29/09/2009;;;;
Ten Cel Ex;SILAS BAPTISTA LIMA;Oficial;20/09/1983;;;;
Cap Av;SILAS BITTENCOURT DE OLIVEIRA;Cavaleiro;20/09/1984;;;;
Deputado Federal (PMDB-MG);SILAS BRASILEIRO;Grande-Oficial;16/09/1998;;;;
Cel Capl R/1;SILAS PEREIRA VIANNA;Cavaleiro;25/09/2008;;;;
Maj Brig Ar Ref;SILAS RODRIGUES;Grande-Oficial;25/09/1979;;;;
Ministro de Estado;SILAS RONDEAU CAVALCANTE SILVA;Grande-Oficial;20/09/2006;;;;
2º Ten Av;SILIONI ROSA ZANDONADI;Cavaleiro;15/09/1982;;;;
Superintendente do Jornal A Gazeta/AP;SILLAS ASSIS JÚNIOR;Cavaleiro;;3.626/GM-MD;29/08/2019;;
Cel Av;SILNEI CORREIA;Oficial;21/10/2011;;;;
Cel Av R/1;SILOMAR CAVALCANTE GODINHO;Oficial;28/09/1999;;;;
Diretor-Geral (DETRAN-DF);SILVAIN BARBOSA FONSECA FILHO;Oficial;;3.552/GM-MD;21/09/2018;;
3S QSS BMA;SILVANO FRANCO DE SOUZA;Cavaleiro;11/09/1996;;;;
SO QSS SPV;SILVANO GOMES MAIA;Cavaleiro;19/10/2012;;;;
Ten Cel R/1;SILVESTRE COSTA;Cavaleiro;28/09/1999;;;;
Cel Av;SILVESTRE JOSÉ VIEIRA COELHO;Oficial;06/09/2004;;;;
Senhora;SILVIA BRASILINA ALENCAR ALMEIDA;Cavaleiro;25/09/2008;;;;
Senhora;SÍLVIA DINIZ;Cavaleiro;01/09/1987;;;;
Senhora;SILVIA LÍGIA SUASSUNA DE VASCONCELOS;Cavaleiro;;2.267/MD;21/10/2015;;
Presidente (TRF 4ª Região);SILVIA MARIA GONÇALVES GORAIEB;Comendador;04/10/2007;;;;
Senhora;SILVIA MARIA MARINO SCIAMMARELLA VICENTE;Cavaleiro;26/09/2001;;;;
Primeiro-Sargento SAD;SILVIA SOARES FERREIRA GONÇALVES;Cavaleiro;20/09/2019;;;;
Conselheira;SILVIANE TUSI BREWER;Cavaleiro; ;2.955/MD;22/10/2013;;
Cel QOPM (BA);SILVINO BERLINK MORAES;Oficial;;2.818/MD;22/10/2012;;
Brigadeiro Ex;SILVINO DA CRUZ CURADO;Comendador;17/01/1989;;;;
Cel Int R/1;SILVIO ANTONIO DE ARRUDA;Oficial;25/09/2008;;;;
C Alte (IM);SILVIO ARTUR MEIRA STARLING;Comendador;17/10/2002;;;;
